ms_played,frequency,release_date,acousticness,danceability,energy,key,instrumentalness,liveness,loudness,mode,speechiness,valence,tempo,time_signature,popularity
229160,12.0,2017,0.34,0.784,0.728,0.0,0.0,0.222,-4.549,0.0,0.0539,0.713,110.165,4.0,58.0
197442,139.0,2021,0.0558,0.627,0.618,2.0,0.0,0.351,-8.529,1.0,0.0437,0.848,82.03,4.0,66.0
162206,63.0,2021,0.297,0.652,0.855,10.0,0.0,0.208,-4.401,1.0,0.0434,0.8,144.978,4.0,53.0
268400,61.0,2018,0.0859,0.805,0.833,1.0,0.0,0.0578,-6.73,0.0,0.12,0.703,109.076,4.0,60.0
165893,9.0,2020,0.152,0.604,0.605,1.0,0.000845,0.157,-7.861,1.0,0.0415,0.168,141.527,4.0,57.0
163320,8.0,2019,0.0608,0.876,0.662,2.0,0.0,0.127,-6.482,0.0,0.426,0.844,75.445,4.0,72.0
249773,27.0,2021,0.0258,0.367,0.552,7.0,0.000217,0.154,-9.109,0.0,0.0504,0.0778,93.467,5.0,64.0
212613,10.0,2020,0.144,0.928,0.437,1.0,0.000357,0.147,-7.081,0.0,0.127,0.496,100.056,4.0,55.0
216045,32.0,2020,0.00964,0.51,0.748,2.0,0.00163,0.161,-5.955,1.0,0.0776,0.327,164.982,3.0,40.0
48239,7.0,2016,0.0998,0.387,0.726,1.0,0.0,0.653,-7.681,1.0,0.412,0.632,78.846,4.0,49.0
139906,108.0,2020,0.342,0.684,0.856,6.0,0.00728,0.109,-2.676,1.0,0.0411,0.343,117.027,4.0,71.0
194087,12.0,2019,0.328,0.701,0.425,7.0,0.13,0.1,-10.965,1.0,0.375,0.562,135.128,4.0,83.0
194973,33.0,2021,0.00298,0.606,0.819,9.0,0.0,0.0702,-4.804,1.0,0.049,0.744,75.006,4.0,72.0
209040,4.0,2015,0.227,0.586,0.527,3.0,0.0,0.0963,-4.905,1.0,0.0309,0.506,141.839,4.0,65.0
228253,28.0,2016,0.0184,0.603,0.879,5.0,0.0,0.156,-4.098,1.0,0.124,0.318,110.125,4.0,59.0
67958,6.0,2019,0.00461,0.682,0.866,6.0,0.00147,0.149,-4.132,0.0,0.0588,0.527,91.017,4.0,67.0
213333,9.0,2007,0.00176,0.598,0.93,9.0,0.0,0.0353,-4.014,0.0,0.0466,0.97,175.795,4.0,52.0
157424,9.0,2018,0.0119,0.578,0.862,8.0,1.79e-05,0.0744,-3.059,0.0,0.0405,0.547,100.049,4.0,55.0
260986,13.0,2015,0.0226,0.542,0.867,6.0,0.00347,0.116,-5.26,0.0,0.0813,0.326,134.984,4.0,68.0
73393,9.0,2019,0.0299,0.839,0.731,7.0,0.0,0.0831,-4.245,1.0,0.0611,0.766,109.966,4.0,33.0
228173,19.0,2016,0.0162,0.588,0.742,8.0,3.98e-06,0.653,-6.757,1.0,0.0528,0.824,125.819,4.0,64.0
147154,9.0,2019,0.0192,0.599,0.887,4.0,1.21e-06,0.3,-3.967,1.0,0.0984,0.881,170.918,4.0,71.0
164441,57.0,2022,0.00323,0.759,0.459,8.0,0.0,0.0788,-5.187,1.0,0.0948,0.695,109.997,4.0,83.0
170643,16.0,2012,0.0562,0.694,0.891,9.0,0.0,0.561,-2.94,1.0,0.0949,0.563,97.939,4.0,66.0
243535,88.0,2018,0.0319,0.556,0.671,11.0,0.000377,0.111,-6.366,0.0,0.0647,0.252,105.057,4.0,51.0
262956,14.0,2014,0.0041,0.749,0.745,6.0,0.395,0.0748,-7.367,0.0,0.0479,0.347,115.048,4.0,66.0
241397,28.0,2021,0.397,0.78,0.593,8.0,0.0,0.0712,-8.226,1.0,0.37,0.792,159.995,4.0,52.0
188617,14.0,2021,0.158,0.721,0.485,5.0,0.275,0.107,-11.213,0.0,0.0681,0.614,150.027,4.0,46.0
170405,48.0,2020,0.268,0.746,0.741,11.0,0.0,0.644,-5.459,1.0,0.0567,0.72,119.983,4.0,63.0
188617,14.0,2021,0.158,0.721,0.485,5.0,0.275,0.107,-11.213,0.0,0.0681,0.614,150.027,4.0,46.0
158083,34.0,2021,0.172,0.665,0.692,6.0,0.0,0.191,-5.431,0.0,0.112,0.68,74.474,4.0,72.0
50273,27.0,2021,0.0258,0.367,0.552,7.0,0.000217,0.154,-9.109,0.0,0.0504,0.0778,93.467,5.0,64.0
139906,108.0,2020,0.342,0.684,0.856,6.0,0.00728,0.109,-2.676,1.0,0.0411,0.343,117.027,4.0,71.0
210506,29.0,2008,0.291,0.616,0.47,5.0,0.0,0.111,-6.092,0.0,0.0253,0.325,80.03,4.0,70.0
245026,141.0,2021,0.769,0.581,0.619,10.0,0.000106,0.117,-6.524,1.0,0.0282,0.645,137.915,4.0,77.0
177523,96.0,2017,0.333,0.441,0.599,0.0,0.00198,0.103,-8.985,1.0,0.225,0.35,165.212,4.0,78.0
225880,25.0,2020,0.696,0.605,0.488,4.0,0.0,0.129,-8.322,1.0,0.0264,0.354,119.966,4.0,64.0
72669,24.0,2020,0.83,0.512,0.462,9.0,0.166,0.121,-10.491,1.0,0.0408,0.353,112.05,4.0,71.0
173173,46.0,1976,0.566,0.545,0.454,3.0,0.0,0.0541,-6.706,1.0,0.0302,0.393,96.784,4.0,66.0
54245,42.0,2022,0.279,0.64,0.645,9.0,1.18e-05,0.115,-5.844,1.0,0.109,0.484,168.03,4.0,67.0
195873,60.0,2010,0.0135,0.794,0.766,9.0,0.0,0.0785,-3.894,0.0,0.0377,0.55,127.007,4.0,82.0
183375,32.0,2021,0.352,0.768,0.714,10.0,0.0,0.15,-5.11,1.0,0.0401,0.842,131.443,4.0,92.0
238340,22.0,2014,0.0375,0.542,0.675,0.0,0.000221,0.369,-4.729,1.0,0.0258,0.212,101.752,4.0,41.0
164441,57.0,2022,0.00323,0.759,0.459,8.0,0.0,0.0788,-5.187,1.0,0.0948,0.695,109.997,4.0,83.0
139906,108.0,2020,0.342,0.684,0.856,6.0,0.00728,0.109,-2.676,1.0,0.0411,0.343,117.027,4.0,71.0
131835,33.0,2016,0.00026,0.523,0.848,10.0,1.55e-05,0.198,-8.572,0.0,0.0402,0.778,169.927,4.0,44.0
134450,100.0,2020,0.44,0.761,0.525,11.0,6.7e-06,0.0921,-6.9,1.0,0.0944,0.531,80.87,4.0,84.0
158083,34.0,2021,0.172,0.665,0.692,6.0,0.0,0.191,-5.431,0.0,0.112,0.68,74.474,4.0,72.0
159862,15.0,2020,0.0172,0.743,0.837,1.0,0.0,0.0743,-5.025,0.0,0.0649,0.263,103.072,4.0,76.0
175066,29.0,2020,0.0201,0.637,0.785,9.0,0.0,0.333,-3.382,0.0,0.0512,0.923,144.053,4.0,57.0
223182,37.0,2021,0.188,0.54,0.82,0.0,0.0,0.0724,-3.848,1.0,0.0437,0.465,123.991,4.0,65.0
173160,41.0,2021,0.198,0.695,0.575,10.0,0.0,0.0614,-6.334,0.0,0.116,0.699,163.929,4.0,84.0
197938,7.0,2018,0.0253,0.661,0.725,6.0,0.0,0.123,-4.859,1.0,0.0563,0.605,119.927,4.0,67.0
208906,64.0,2019,0.21,0.448,0.838,4.0,0.000131,0.131,-5.257,0.0,0.0557,0.254,139.863,4.0,83.0
194973,33.0,2021,0.00298,0.606,0.819,9.0,0.0,0.0702,-4.804,1.0,0.049,0.744,75.006,4.0,72.0
82722,33.0,2020,0.52,0.647,0.534,4.0,0.0,0.359,-6.075,0.0,0.0833,0.213,142.058,4.0,45.0
197442,139.0,2021,0.0558,0.627,0.618,2.0,0.0,0.351,-8.529,1.0,0.0437,0.848,82.03,4.0,66.0
186440,27.0,2015,0.0223,0.683,0.675,2.0,0.0187,0.101,-5.461,1.0,0.0292,0.6,111.008,4.0,61.0
202735,25.0,2021,0.034,0.796,0.798,1.0,4.19e-05,0.0952,-6.312,1.0,0.0317,0.942,116.032,4.0,89.0
221820,36.0,2020,0.167,0.73,0.729,4.0,1.39e-06,0.349,-3.434,0.0,0.0884,0.467,113.011,4.0,78.0
174434,18.0,2019,0.0101,0.51,0.846,3.0,0.0,0.208,-4.595,1.0,0.0461,0.475,139.927,4.0,72.0
52299,18.0,2019,0.0101,0.51,0.846,3.0,0.0,0.208,-4.595,1.0,0.0461,0.475,139.927,4.0,72.0
202204,10.0,2019,0.153,0.477,0.682,1.0,0.0,0.0763,-4.931,0.0,0.0925,0.345,110.567,5.0,74.0
228600,10.0,2017,0.225,0.83,0.585,1.0,0.00209,0.0576,-5.802,1.0,0.0366,0.642,105.03,4.0,77.0
152981,6.0,2017,0.117,0.817,0.854,6.0,1.07e-05,0.0413,-4.744,0.0,0.117,0.622,102.0,4.0,53.0
232306,7.0,2018,0.137,0.683,0.671,2.0,0.0,0.134,-3.838,1.0,0.0365,0.665,131.959,4.0,44.0
131064,35.0,2018,0.0161,0.71,0.789,4.0,2.77e-06,0.451,-3.874,1.0,0.0722,0.717,142.929,4.0,76.0
258004,65.0,2020,0.00173,0.659,0.667,11.0,2.85e-05,0.1,-4.668,0.0,0.0339,0.468,115.982,4.0,76.0
163025,32.0,2021,0.352,0.768,0.714,10.0,0.0,0.15,-5.11,1.0,0.0401,0.842,131.443,4.0,92.0
268400,61.0,2018,0.0859,0.805,0.833,1.0,0.0,0.0578,-6.73,0.0,0.12,0.703,109.076,4.0,60.0
243090,79.0,2021,0.068,0.554,0.854,9.0,0.00285,0.166,-3.313,1.0,0.149,0.797,83.823,4.0,59.0
192315,169.0,2020,0.09,0.71,0.618,11.0,3.93e-05,0.141,-8.865,0.0,0.0598,0.797,94.995,4.0,48.0
156505,21.0,2020,0.0503,0.786,0.588,1.0,0.0,0.167,-3.777,0.0,0.165,0.685,75.011,4.0,63.0
197640,21.0,2017,0.0041,0.538,0.804,8.0,0.0,0.33,-5.194,1.0,0.0358,0.507,144.992,4.0,72.0
195959,28.0,2016,0.0184,0.603,0.879,5.0,0.0,0.156,-4.098,1.0,0.124,0.318,110.125,4.0,59.0
231826,18.0,2014,0.085,0.753,0.678,5.0,1.64e-06,0.13,-5.421,1.0,0.0644,0.583,96.006,4.0,76.0
243535,88.0,2018,0.0319,0.556,0.671,11.0,0.000377,0.111,-6.366,0.0,0.0647,0.252,105.057,4.0,51.0
144763,27.0,2015,0.0223,0.683,0.675,2.0,0.0187,0.101,-5.461,1.0,0.0292,0.6,111.008,4.0,61.0
178560,25.0,2012,0.0412,0.874,0.692,5.0,7.24e-05,0.324,-5.28,0.0,0.0431,0.937,116.017,4.0,80.0
153293,33.0,2020,0.141,0.765,0.663,0.0,0.000297,0.0924,-5.223,1.0,0.0652,0.686,150.091,4.0,69.0
124245,22.0,2015,0.123,0.523,0.491,7.0,0.0,0.331,-9.876,0.0,0.0491,0.408,80.156,4.0,67.0
110033,22.0,2015,0.123,0.523,0.491,7.0,0.0,0.331,-9.876,0.0,0.0491,0.408,80.156,4.0,67.0
285106,75.0,2021,0.167,0.391,0.715,0.0,0.0,0.183,-4.516,1.0,0.0495,0.473,149.654,3.0,76.0
210901,9.0,2019,0.399,0.693,0.564,1.0,0.0,0.0409,-3.857,0.0,0.0378,0.574,185.913,3.0,68.0
208167,10.0,2015,0.00315,0.711,0.736,7.0,0.000637,0.0731,-5.959,1.0,0.104,0.717,106.01,4.0,51.0
221820,36.0,2020,0.167,0.73,0.729,4.0,1.39e-06,0.349,-3.434,0.0,0.0884,0.467,113.011,4.0,78.0
202735,25.0,2021,0.034,0.796,0.798,1.0,4.19e-05,0.0952,-6.312,1.0,0.0317,0.942,116.032,4.0,89.0
159250,19.0,2021,0.0696,0.79,0.724,1.0,2.33e-06,0.113,-6.972,1.0,0.0852,0.642,101.04,4.0,68.0
166687,79.0,2020,0.0451,0.729,0.619,5.0,0.0,0.0953,-6.155,0.0,0.0346,0.623,123.061,4.0,56.0
202891,7.0,2017,0.00902,0.635,0.76,8.0,2.33e-06,0.131,-3.831,1.0,0.0319,0.498,99.991,4.0,45.0
192000,6.0,2020,0.0443,0.686,0.682,6.0,0.0131,0.43,-7.656,0.0,0.0459,0.854,84.985,4.0,64.0
85281,5.0,2017,0.00064,0.375,0.93,2.0,0.0,0.318,-2.631,1.0,0.0561,0.491,147.124,4.0,78.0
223182,37.0,2021,0.188,0.54,0.82,0.0,0.0,0.0724,-3.848,1.0,0.0437,0.465,123.991,4.0,65.0
174444,12.0,2019,0.0771,0.59,0.642,7.0,0.0,0.105,-3.87,1.0,0.122,0.651,107.356,4.0,68.0
207853,27.0,2021,0.281,0.788,0.859,2.0,0.0,0.0424,-2.724,1.0,0.0856,0.822,141.02,4.0,78.0
214623,19.0,2021,0.0377,0.646,0.785,2.0,0.0,0.0897,-4.801,0.0,0.0545,0.52,100.911,4.0,62.0
161709,12.0,2017,0.46,0.758,0.574,11.0,0.00272,0.102,-6.889,0.0,0.0572,0.261,151.985,4.0,64.0
225960,39.0,2021,0.00188,0.622,0.791,7.0,3.72e-06,0.083,-6.106,1.0,0.0535,0.494,115.915,4.0,75.0
195873,60.0,2010,0.0135,0.794,0.766,9.0,0.0,0.0785,-3.894,0.0,0.0377,0.55,127.007,4.0,82.0
173173,46.0,1976,0.566,0.545,0.454,3.0,0.0,0.0541,-6.706,1.0,0.0302,0.393,96.784,4.0,66.0
209970,276.0,2021,0.192,0.747,0.822,1.0,0.0,0.288,-5.15,1.0,0.0893,0.862,115.937,4.0,61.0
259613,15.0,2016,0.0906,0.616,0.538,0.0,8.98e-06,0.192,-9.165,0.0,0.17,0.278,127.948,4.0,60.0
199007,22.0,2020,0.019,0.681,0.773,5.0,1.28e-06,0.11,-5.749,1.0,0.148,0.429,119.961,4.0,67.0
162206,63.0,2021,0.297,0.652,0.855,10.0,0.0,0.208,-4.401,1.0,0.0434,0.8,144.978,4.0,53.0
193146,8.0,2021,0.0317,0.567,0.686,7.0,1.86e-06,0.0732,-6.139,1.0,0.175,0.716,172.014,4.0,73.0
258004,65.0,2020,0.00173,0.659,0.667,11.0,2.85e-05,0.1,-4.668,0.0,0.0339,0.468,115.982,4.0,76.0
183070,19.0,2021,0.0101,0.568,0.788,5.0,0.0,0.141,-6.28,1.0,0.0377,0.46,104.959,4.0,71.0
106528,3.0,2010,0.000346,0.482,0.833,5.0,0.0,0.365,-5.611,1.0,0.0449,0.74,148.039,4.0,71.0
274320,14.0,2015,0.0664,0.743,0.685,4.0,6.75e-05,0.0884,-6.863,1.0,0.0975,0.443,109.988,4.0,64.0
76245,50.0,2020,0.00248,0.714,0.798,5.0,0.000678,0.103,-4.239,0.0,0.0612,0.659,119.017,4.0,63.0
215626,21.0,2020,0.418,0.546,0.613,7.0,0.0,0.103,-7.589,0.0,0.0264,0.535,79.015,4.0,69.0
210384,7.0,2021,0.0171,0.703,0.68,9.0,0.0,0.178,-6.118,0.0,0.0431,0.536,97.985,4.0,74.0
172213,19.0,2019,0.0392,0.575,0.621,10.0,0.0045,0.141,-8.165,0.0,0.032,0.27,101.987,4.0,77.0
210000,5.0,2019,0.617,0.676,0.525,9.0,0.0,0.356,-5.88,1.0,0.028,0.421,112.011,4.0,74.0
118190,3.0,2017,0.498,0.736,0.795,1.0,1.21e-06,0.254,-3.299,0.0,0.0545,0.511,104.066,4.0,73.0
216386,33.0,2016,0.00026,0.523,0.848,10.0,1.55e-05,0.198,-8.572,0.0,0.0402,0.778,169.927,4.0,44.0
170813,15.0,2021,0.0106,0.658,0.634,1.0,0.0,0.132,-5.797,0.0,0.0413,0.29,139.98,4.0,76.0
159250,19.0,2021,0.0696,0.79,0.724,1.0,2.33e-06,0.113,-6.972,1.0,0.0852,0.642,101.04,4.0,68.0
230746,16.0,2021,0.0451,0.807,0.893,11.0,2.79e-05,0.366,-3.745,0.0,0.0347,0.537,126.011,4.0,89.0
173160,41.0,2021,0.198,0.695,0.575,10.0,0.0,0.0614,-6.334,0.0,0.116,0.699,163.929,4.0,84.0
153190,17.0,2021,0.185,0.601,0.741,2.0,2.91e-05,0.415,-5.569,1.0,0.0478,0.441,153.96,4.0,89.0
175933,20.0,2021,0.765,0.395,0.443,6.0,9.67e-06,0.0839,-9.72,1.0,0.133,0.338,168.924,3.0,86.0
183956,19.0,2013,0.136,0.464,0.417,0.0,0.022,0.0974,-9.345,0.0,0.0256,0.479,67.528,4.0,89.0
198081,19.0,2021,0.321,0.677,0.696,0.0,0.0,0.42,-6.181,1.0,0.119,0.464,90.03,4.0,86.0
203002,33.0,2020,0.52,0.647,0.534,4.0,0.0,0.359,-6.075,0.0,0.0833,0.213,142.058,4.0,45.0
215506,55.0,2021,0.584,0.442,0.612,2.0,5.7e-06,0.37,-7.222,1.0,0.112,0.178,180.917,4.0,88.0
173160,41.0,2021,0.198,0.695,0.575,10.0,0.0,0.0614,-6.334,0.0,0.116,0.699,163.929,4.0,84.0
209560,13.0,2021,0.388,0.443,0.298,0.0,1e-05,0.103,-12.181,1.0,0.0644,0.172,77.253,4.0,76.0
215506,55.0,2021,0.584,0.442,0.612,2.0,5.7e-06,0.37,-7.222,1.0,0.112,0.178,180.917,4.0,88.0
175933,20.0,2021,0.765,0.395,0.443,6.0,9.67e-06,0.0839,-9.72,1.0,0.133,0.338,168.924,3.0,86.0
152317,4.0,2021,0.702,0.617,0.483,11.0,0.000216,0.121,-7.359,1.0,0.0458,0.176,144.99,4.0,70.0
46695,55.0,2021,0.584,0.442,0.612,2.0,5.7e-06,0.37,-7.222,1.0,0.112,0.178,180.917,4.0,88.0
207927,276.0,2021,0.192,0.747,0.822,1.0,0.0,0.288,-5.15,1.0,0.0893,0.862,115.937,4.0,61.0
304018,16.0,2006,0.271,0.397,0.386,0.0,0.0,0.188,-10.405,0.0,0.0503,0.21,144.242,4.0,67.0
244169,4.0,2005,0.284,0.778,0.824,10.0,0.0,0.405,-5.892,0.0,0.0707,0.758,100.024,4.0,84.0
190750,9.0,2021,0.297,0.61,0.508,8.0,0.0,0.384,-6.682,0.0,0.152,0.758,178.818,4.0,79.0
127663,3.0,2014,0.22,0.805,0.33,1.0,0.0,0.105,-8.712,0.0,0.1,0.211,121.97,4.0,79.0
117957,10.0,2021,0.0802,0.808,0.639,1.0,0.0,0.15,-7.266,0.0,0.279,0.395,118.0,4.0,76.0
242013,30.0,2021,0.768,0.561,0.431,10.0,1.42e-05,0.106,-8.81,1.0,0.0578,0.137,143.875,4.0,88.0
229226,14.0,2021,0.691,0.38,0.339,3.0,0.0,0.12,-7.885,1.0,0.0338,0.0849,100.607,4.0,89.0
215506,55.0,2021,0.584,0.442,0.612,2.0,5.7e-06,0.37,-7.222,1.0,0.112,0.178,180.917,4.0,88.0
137181,55.0,2021,0.584,0.442,0.612,2.0,5.7e-06,0.37,-7.222,1.0,0.112,0.178,180.917,4.0,88.0
192075,12.0,2020,0.467,0.686,0.662,7.0,0.0023,0.109,-8.505,1.0,0.0413,0.706,147.922,4.0,71.0
245026,141.0,2021,0.769,0.581,0.619,10.0,0.000106,0.117,-6.524,1.0,0.0282,0.645,137.915,4.0,77.0
197442,139.0,2021,0.0558,0.627,0.618,2.0,0.0,0.351,-8.529,1.0,0.0437,0.848,82.03,4.0,66.0
261922,59.0,2020,0.538,0.532,0.623,5.0,7.28e-05,0.0925,-9.208,1.0,0.0331,0.403,89.937,4.0,86.0
352186,32.0,2010,0.0739,0.455,0.623,8.0,0.000424,0.146,-3.878,1.0,0.0288,0.208,163.893,4.0,73.0
137160,4.0,2022,0.0296,0.735,0.795,11.0,3.18e-05,0.0678,-6.523,0.0,0.113,0.905,122.0,4.0,80.0
245026,141.0,2021,0.769,0.581,0.619,10.0,0.000106,0.117,-6.524,1.0,0.0282,0.645,137.915,4.0,77.0
243090,79.0,2021,0.068,0.554,0.854,9.0,0.00285,0.166,-3.313,1.0,0.149,0.797,83.823,4.0,59.0
210219,52.0,2021,0.282,0.783,0.435,7.0,0.0,0.0833,-7.78,1.0,0.0588,0.512,106.974,4.0,70.0
139906,108.0,2020,0.342,0.684,0.856,6.0,0.00728,0.109,-2.676,1.0,0.0411,0.343,117.027,4.0,71.0
207927,276.0,2021,0.192,0.747,0.822,1.0,0.0,0.288,-5.15,1.0,0.0893,0.862,115.937,4.0,61.0
197442,139.0,2021,0.0558,0.627,0.618,2.0,0.0,0.351,-8.529,1.0,0.0437,0.848,82.03,4.0,66.0
125449,41.0,2011,0.0328,0.396,0.629,9.0,0.0,0.183,-4.78,1.0,0.0287,0.358,173.794,4.0,62.0
188918,4.0,2022,0.0296,0.735,0.795,11.0,3.18e-05,0.0678,-6.523,0.0,0.113,0.905,122.0,4.0,80.0
113098,10.0,2021,0.0802,0.808,0.639,1.0,0.0,0.15,-7.266,0.0,0.279,0.395,118.0,4.0,76.0
327893,24.0,2012,0.0382,0.602,0.609,0.0,0.0002,0.127,-7.803,1.0,0.0243,0.337,93.06,4.0,64.0
230133,3.0,2012,0.00215,0.658,0.729,7.0,0.0013,0.0752,-6.561,1.0,0.0378,0.668,104.007,4.0,58.0
202478,75.0,2021,0.167,0.391,0.715,0.0,0.0,0.183,-4.516,1.0,0.0495,0.473,149.654,3.0,76.0
321693,13.0,1985,0.105,0.57,0.556,0.0,1.94e-05,0.0574,-13.352,1.0,0.0302,0.608,139.499,4.0,44.0
253520,23.0,2018,0.27,0.489,0.597,5.0,0.0,0.105,-6.633,0.0,0.0292,0.324,95.012,4.0,79.0
80512,39.0,2021,0.00188,0.622,0.791,7.0,3.72e-06,0.083,-6.106,1.0,0.0535,0.494,115.915,4.0,75.0
173160,41.0,2021,0.198,0.695,0.575,10.0,0.0,0.0614,-6.334,0.0,0.116,0.699,163.929,4.0,84.0
159250,19.0,2021,0.0696,0.79,0.724,1.0,2.33e-06,0.113,-6.972,1.0,0.0852,0.642,101.04,4.0,68.0
215506,55.0,2021,0.584,0.442,0.612,2.0,5.7e-06,0.37,-7.222,1.0,0.112,0.178,180.917,4.0,88.0
133598,38.0,2020,0.0052,0.767,0.643,5.0,0.0138,0.18,-6.178,0.0,0.0387,0.699,119.981,4.0,51.0
223106,10.0,2015,0.013,0.7,0.701,11.0,0.0,0.461,-3.834,0.0,0.161,0.38,93.012,4.0,65.0
171163,8.0,2012,0.227,0.497,0.706,1.0,0.0,0.224,-6.455,1.0,0.0667,0.55,103.0,4.0,62.0
220780,9.0,2017,0.119,0.64,0.533,0.0,0.0,0.0864,-6.596,1.0,0.0706,0.515,99.968,4.0,66.0
228600,10.0,2017,0.225,0.83,0.585,1.0,0.00209,0.0576,-5.802,1.0,0.0366,0.642,105.03,4.0,77.0
142734,4.0,2017,0.00312,0.583,0.732,11.0,9.86e-06,0.269,-5.728,0.0,0.0457,0.276,145.992,4.0,74.0
212352,22.0,2021,0.0203,0.736,0.704,3.0,0.0,0.0501,-7.409,0.0,0.0615,0.894,149.995,4.0,86.0
195873,60.0,2010,0.0135,0.794,0.766,9.0,0.0,0.0785,-3.894,0.0,0.0377,0.55,127.007,4.0,82.0
159250,19.0,2021,0.0696,0.79,0.724,1.0,2.33e-06,0.113,-6.972,1.0,0.0852,0.642,101.04,4.0,68.0
203793,11.0,2016,0.199,0.631,0.927,9.0,0.119,0.148,-2.787,0.0,0.0332,0.465,123.962,4.0,81.0
231000,53.0,2014,0.00253,0.598,0.786,2.0,0.0016,0.117,-5.572,1.0,0.0383,0.456,95.019,4.0,75.0
144140,41.0,2021,0.198,0.695,0.575,10.0,0.0,0.0614,-6.334,0.0,0.116,0.699,163.929,4.0,84.0
371796,276.0,2021,0.192,0.747,0.822,1.0,0.0,0.288,-5.15,1.0,0.0893,0.862,115.937,4.0,61.0
173173,46.0,1976,0.566,0.545,0.454,3.0,0.0,0.0541,-6.706,1.0,0.0302,0.393,96.784,4.0,66.0
127853,23.0,1963,0.207,0.416,0.563,1.0,0.0,0.343,-8.724,0.0,0.0298,0.9,77.56,4.0,67.0
251488,15.0,1985,0.347,0.645,0.795,7.0,0.00389,0.104,-12.095,1.0,0.0527,0.535,112.067,4.0,88.0
222400,17.0,2019,0.0129,0.811,0.719,9.0,1.36e-05,0.0742,-6.553,1.0,0.0497,0.865,103.979,4.0,82.0
177973,4.0,2015,0.0438,0.64,0.681,6.0,0.0,0.166,-5.362,1.0,0.0334,0.676,118.062,4.0,72.0
196213,8.0,2020,0.175,0.601,0.703,7.0,8.4e-05,0.571,-6.24,1.0,0.0379,0.673,106.164,4.0,77.0
262960,5.0,1984,0.189,0.735,0.478,2.0,2.48e-06,0.355,-12.472,1.0,0.0293,0.947,107.682,4.0,71.0
228026,9.0,2019,0.06,0.598,0.68,7.0,0.0,0.324,-4.505,1.0,0.0331,0.437,134.002,4.0,57.0
254200,4.0,1992,0.0592,0.521,0.831,9.0,0.0,0.344,-8.183,1.0,0.0326,0.693,138.803,4.0,34.0
208546,5.0,2021,0.243,0.594,0.935,0.0,2.36e-06,0.102,-2.018,1.0,0.0357,0.602,113.99,4.0,61.0
238340,22.0,2014,0.0375,0.542,0.675,0.0,0.000221,0.369,-4.729,1.0,0.0258,0.212,101.752,4.0,41.0
198081,19.0,2021,0.321,0.677,0.696,0.0,0.0,0.42,-6.181,1.0,0.119,0.464,90.03,4.0,86.0
211814,3.0,2022,0.00096,0.535,0.791,0.0,0.000155,0.0788,-5.55,1.0,0.0327,0.5,142.981,4.0,78.0
208457,34.0,2020,0.0703,0.552,0.599,1.0,0.0,0.0986,-5.75,0.0,0.0404,0.0916,161.884,4.0,69.0
230453,5.0,2016,0.141,0.679,0.587,7.0,6.35e-06,0.137,-7.015,1.0,0.276,0.486,186.003,4.0,89.0
225148,115.0,2021,0.091,0.534,0.725,1.0,0.0,0.0264,-3.906,1.0,0.046,0.55,88.098,4.0,82.0
135912,52.0,2021,0.282,0.783,0.435,7.0,0.0,0.0833,-7.78,1.0,0.0588,0.512,106.974,4.0,70.0
260253,3.0,2016,0.111,0.582,0.525,1.0,0.0,0.134,-7.163,0.0,0.0627,0.51,133.249,4.0,88.0
186106,56.0,2019,0.119,0.4,0.795,10.0,0.0,0.159,-3.731,0.0,0.461,0.702,190.097,4.0,79.0
243090,79.0,2021,0.068,0.554,0.854,9.0,0.00285,0.166,-3.313,1.0,0.149,0.797,83.823,4.0,59.0
158083,34.0,2021,0.172,0.665,0.692,6.0,0.0,0.191,-5.431,0.0,0.112,0.68,74.474,4.0,72.0
263373,3.0,2016,0.0489,0.794,0.653,7.0,4.88e-05,0.1,-7.839,1.0,0.104,0.397,117.996,4.0,75.0
234400,22.0,2015,0.123,0.523,0.491,7.0,0.0,0.331,-9.876,0.0,0.0491,0.408,80.156,4.0,67.0
153190,17.0,2021,0.185,0.601,0.741,2.0,2.91e-05,0.415,-5.569,1.0,0.0478,0.441,153.96,4.0,89.0
214623,19.0,2021,0.0377,0.646,0.785,2.0,0.0,0.0897,-4.801,0.0,0.0545,0.52,100.911,4.0,62.0
234000,23.0,2022,0.00279,0.542,0.659,8.0,0.0,0.105,-7.289,1.0,0.0389,0.109,120.122,4.0,71.0
250450,5.0,2015,0.482,0.372,0.478,7.0,0.0,0.0844,-9.835,0.0,0.0503,0.254,101.102,4.0,75.0
74346,5.0,2015,0.482,0.372,0.478,7.0,0.0,0.0844,-9.835,0.0,0.0503,0.254,101.102,4.0,75.0
268400,61.0,2018,0.0859,0.805,0.833,1.0,0.0,0.0578,-6.73,0.0,0.12,0.703,109.076,4.0,60.0
243090,79.0,2021,0.068,0.554,0.854,9.0,0.00285,0.166,-3.313,1.0,0.149,0.797,83.823,4.0,59.0
195873,60.0,2010,0.0135,0.794,0.766,9.0,0.0,0.0785,-3.894,0.0,0.0377,0.55,127.007,4.0,82.0
208457,34.0,2020,0.0703,0.552,0.599,1.0,0.0,0.0986,-5.75,0.0,0.0404,0.0916,161.884,4.0,69.0
89469,23.0,2019,0.256,0.682,0.919,0.0,0.0,0.442,-3.18,0.0,0.0875,0.535,95.982,4.0,75.0
