ms_played,frequency,release_date,acousticness,danceability,energy,key,instrumentalness,liveness,loudness,mode,speechiness,valence,tempo,time_signature,popularity
165000,22.0,2021,0.00269,0.836,0.622,1.0,0.000566,0.335,-11.003,1.0,0.0946,0.892,102.015,4.0,65.0
210866,27.0,2022,0.145,0.65,0.88,11.0,0.00223,0.351,-4.292,0.0,0.15,0.648,176.017,4.0,58.0
186106,56.0,2019,0.119,0.4,0.795,10.0,0.0,0.159,-3.731,0.0,0.461,0.702,190.097,4.0,79.0
265427,15.0,2012,0.0542,0.565,0.654,1.0,1.8e-06,0.122,-6.826,0.0,0.0335,0.235,111.968,4.0,72.0
46571,50.0,2022,0.354,0.829,0.644,9.0,0.0511,0.0944,-7.696,0.0,0.0427,0.896,105.993,4.0,81.0
153507,14.0,1975,0.936,0.331,0.183,5.0,9.07e-06,0.115,-11.63,1.0,0.0287,0.26,79.195,4.0,60.0
220440,21.0,2014,0.0702,0.554,0.666,8.0,0.00593,0.106,-7.414,1.0,0.0747,0.472,140.056,4.0,73.0
221874,76.0,2017,0.00241,0.622,0.58,1.0,2.95e-05,0.112,-5.273,0.0,0.0504,0.512,104.41,4.0,70.0
242157,19.0,2021,0.334,0.624,0.624,5.0,0.0,0.0995,-7.86,1.0,0.0539,0.527,80.132,4.0,62.0
215920,41.0,2020,0.66,0.546,0.73,0.0,0.179,0.0972,-7.704,1.0,0.0417,0.573,157.895,4.0,66.0
218434,23.0,2021,0.0297,0.651,0.703,0.0,0.0,0.0608,-8.958,0.0,0.0816,0.647,140.051,4.0,60.0
169726,11.0,2016,0.271,0.841,0.898,8.0,0.0151,0.304,-7.135,1.0,0.104,0.931,98.401,4.0,64.0
76189,21.0,2020,0.331,0.787,0.735,0.0,4.09e-05,0.113,-4.808,0.0,0.0857,0.698,97.957,4.0,64.0
205478,22.0,2019,0.157,0.669,0.697,0.0,1.95e-05,0.26,-11.104,1.0,0.248,0.449,110.049,4.0,45.0
146826,21.0,2019,0.239,0.884,0.539,1.0,0.0,0.0805,-6.389,0.0,0.208,0.776,85.008,4.0,72.0
211115,24.0,2020,0.388,0.45,0.794,4.0,0.0,0.303,-5.015,1.0,0.0538,0.362,143.861,4.0,71.0
143530,28.0,2021,0.627,0.715,0.374,8.0,0.0,0.11,-6.665,1.0,0.0399,0.633,89.982,4.0,59.0
150620,25.0,2020,0.385,0.482,0.837,11.0,0.0216,0.132,-3.696,1.0,0.0639,0.0787,91.968,4.0,64.0
133560,39.0,2018,0.771,0.704,0.478,9.0,0.000516,0.0875,-6.562,1.0,0.047,0.42,128.789,4.0,50.0
219332,50.0,2019,0.0112,0.676,0.56,4.0,0.00403,0.137,-6.024,0.0,0.0643,0.551,178.555,4.0,64.0
182335,18.0,2020,0.494,0.679,0.682,2.0,0.0558,0.0786,-7.096,1.0,0.0627,0.799,157.064,4.0,57.0
119670,32.0,2020,0.00964,0.51,0.748,2.0,0.00163,0.161,-5.955,1.0,0.0776,0.327,164.982,3.0,40.0
69070,27.0,2021,0.429,0.875,0.649,6.0,0.00237,0.0704,-5.754,1.0,0.0433,0.833,140.031,4.0,73.0
197546,31.0,2018,0.0233,0.602,0.658,1.0,6e-05,0.237,-5.934,1.0,0.0558,0.268,145.031,4.0,80.0
216135,17.0,2022,0.00721,0.877,0.56,7.0,1.45e-06,0.0839,-3.751,1.0,0.0596,0.154,119.971,4.0,81.0
194840,37.0,2016,0.0149,0.637,0.733,7.0,0.0,0.162,-4.413,0.0,0.0563,0.431,131.004,4.0,58.0
338413,68.0,2013,0.0594,0.676,0.534,2.0,8.59e-06,0.256,-6.901,0.0,0.0831,0.156,145.082,4.0,65.0
127462,90.0,2019,0.0448,0.574,0.664,11.0,0.0553,0.146,-6.068,1.0,0.0409,0.226,144.654,4.0,82.0
136058,88.0,2021,0.0233,0.803,0.75,11.0,3.87e-05,0.045,-4.67,1.0,0.0551,0.628,106.0,4.0,67.0
238805,100.0,2020,0.44,0.761,0.525,11.0,6.7e-06,0.0921,-6.9,1.0,0.0944,0.531,80.87,4.0,84.0
179869,31.0,2018,0.0233,0.602,0.658,1.0,6e-05,0.237,-5.934,1.0,0.0558,0.268,145.031,4.0,80.0
194840,37.0,2016,0.0149,0.637,0.733,7.0,0.0,0.162,-4.413,0.0,0.0563,0.431,131.004,4.0,58.0
237506,18.0,2007,0.0381,0.639,0.628,6.0,0.0,0.386,-7.578,0.0,0.0399,0.43,90.482,4.0,84.0
178560,25.0,2012,0.0412,0.874,0.692,5.0,7.24e-05,0.324,-5.28,0.0,0.0431,0.937,116.017,4.0,80.0
182906,30.0,2022,0.0777,0.801,0.601,8.0,3.23e-05,0.145,-7.574,0.0,0.255,0.74,159.969,4.0,90.0
197546,31.0,2018,0.0233,0.602,0.658,1.0,6e-05,0.237,-5.934,1.0,0.0558,0.268,145.031,4.0,80.0
437049,88.0,2018,0.0319,0.556,0.671,11.0,0.000377,0.111,-6.366,0.0,0.0647,0.252,105.057,4.0,51.0
200306,43.0,2019,0.736,0.739,0.32,11.0,0.000147,0.111,-10.862,0.0,0.239,0.351,79.97,4.0,72.0
243507,50.0,2022,0.354,0.829,0.644,9.0,0.0511,0.0944,-7.696,0.0,0.0427,0.896,105.993,4.0,81.0
73943,91.0,2020,0.0311,0.906,0.474,1.0,5.5e-06,0.286,-6.124,1.0,0.194,0.656,106.976,4.0,70.0
208906,64.0,2019,0.21,0.448,0.838,4.0,0.000131,0.131,-5.257,0.0,0.0557,0.254,139.863,4.0,83.0
177523,96.0,2017,0.333,0.441,0.599,0.0,0.00198,0.103,-8.985,1.0,0.225,0.35,165.212,4.0,78.0
198739,25.0,2017,0.737,0.483,0.412,7.0,0.0,0.116,-8.461,1.0,0.0402,0.247,170.163,3.0,80.0
192315,169.0,2020,0.09,0.71,0.618,11.0,3.93e-05,0.141,-8.865,0.0,0.0598,0.797,94.995,4.0,48.0
238805,100.0,2020,0.44,0.761,0.525,11.0,6.7e-06,0.0921,-6.9,1.0,0.0944,0.531,80.87,4.0,84.0
192315,169.0,2020,0.09,0.71,0.618,11.0,3.93e-05,0.141,-8.865,0.0,0.0598,0.797,94.995,4.0,48.0
197546,31.0,2018,0.0233,0.602,0.658,1.0,6e-05,0.237,-5.934,1.0,0.0558,0.268,145.031,4.0,80.0
246755,36.0,2013,0.606,0.733,0.62,1.0,0.305,0.117,-10.525,1.0,0.075,0.247,111.039,4.0,71.0
232835,20.0,1983,0.217,0.673,0.663,0.0,0.017,0.177,-7.29,1.0,0.0269,0.671,120.634,3.0,70.0
238805,100.0,2020,0.44,0.761,0.525,11.0,6.7e-06,0.0921,-6.9,1.0,0.0944,0.531,80.87,4.0,84.0
119884,50.0,2021,0.167,0.661,0.819,11.0,0.0,0.0647,-6.269,0.0,0.0519,0.724,135.937,4.0,72.0
197546,31.0,2018,0.0233,0.602,0.658,1.0,6e-05,0.237,-5.934,1.0,0.0558,0.268,145.031,4.0,80.0
243535,88.0,2018,0.0319,0.556,0.671,11.0,0.000377,0.111,-6.366,0.0,0.0647,0.252,105.057,4.0,51.0
76527,39.0,2018,0.771,0.704,0.478,9.0,0.000516,0.0875,-6.562,1.0,0.047,0.42,128.789,4.0,50.0
133560,39.0,2018,0.771,0.704,0.478,9.0,0.000516,0.0875,-6.562,1.0,0.047,0.42,128.789,4.0,50.0
198401,64.0,2019,0.109,0.611,0.521,0.0,1.19e-05,0.138,-5.57,0.0,0.065,0.299,140.001,4.0,52.0
167303,110.0,2022,0.342,0.52,0.731,6.0,0.00101,0.311,-5.338,0.0,0.0557,0.662,173.93,4.0,96.0
114147,36.0,2011,0.0217,0.606,0.57,9.0,8.47e-06,0.301,-6.684,1.0,0.032,0.258,114.033,4.0,63.0
211164,36.0,2011,0.0217,0.606,0.57,9.0,8.47e-06,0.301,-6.684,1.0,0.032,0.258,114.033,4.0,63.0
177954,54.0,2022,0.298,0.714,0.728,10.0,0.0,0.106,-4.595,1.0,0.0468,0.901,114.996,4.0,93.0
207927,276.0,2021,0.192,0.747,0.822,1.0,0.0,0.288,-5.15,1.0,0.0893,0.862,115.937,4.0,61.0
192315,169.0,2020,0.09,0.71,0.618,11.0,3.93e-05,0.141,-8.865,0.0,0.0598,0.797,94.995,4.0,48.0
206070,93.0,2022,0.182,0.756,0.697,8.0,0.0,0.333,-6.377,1.0,0.0401,0.956,94.996,4.0,88.0
177523,96.0,2017,0.333,0.441,0.599,0.0,0.00198,0.103,-8.985,1.0,0.225,0.35,165.212,4.0,78.0
182906,30.0,2022,0.0777,0.801,0.601,8.0,3.23e-05,0.145,-7.574,0.0,0.255,0.74,159.969,4.0,90.0
230466,15.0,2014,0.00463,0.633,0.889,5.0,0.000458,0.0658,-5.87,1.0,0.0715,0.584,121.956,4.0,68.0
153293,33.0,2020,0.141,0.765,0.663,0.0,0.000297,0.0924,-5.223,1.0,0.0652,0.686,150.091,4.0,69.0
168880,12.0,2020,0.0178,0.701,0.728,2.0,0.0,0.17,-5.226,1.0,0.0468,0.696,91.071,4.0,79.0
165114,12.0,2020,0.0294,0.726,0.775,0.0,0.0,0.102,-4.661,1.0,0.0542,0.65,102.995,4.0,48.0
199986,5.0,2012,0.009,0.726,0.787,4.0,0.0,0.0596,-2.494,1.0,0.0737,0.888,124.99,4.0,84.0
243507,50.0,2022,0.354,0.829,0.644,9.0,0.0511,0.0944,-7.696,0.0,0.0427,0.896,105.993,4.0,81.0
140241,11.0,2022,0.321,0.721,0.479,9.0,0.00156,0.182,-9.669,1.0,0.226,0.902,164.948,3.0,82.0
160656,35.0,2021,0.0018,0.717,0.671,0.0,2.54e-06,0.0921,-5.077,0.0,0.0337,0.699,110.054,4.0,83.0
183070,19.0,2021,0.0101,0.568,0.788,5.0,0.0,0.141,-6.28,1.0,0.0377,0.46,104.959,4.0,71.0
211649,13.0,2022,0.00152,0.878,0.685,9.0,0.0,0.0753,-5.28,1.0,0.225,0.523,157.003,4.0,79.0
216135,17.0,2022,0.00721,0.877,0.56,7.0,1.45e-06,0.0839,-3.751,1.0,0.0596,0.154,119.971,4.0,81.0
237506,18.0,2007,0.0381,0.639,0.628,6.0,0.0,0.386,-7.578,0.0,0.0399,0.43,90.482,4.0,84.0
226963,33.0,2018,0.104,0.691,0.75,10.0,0.0,0.123,-3.934,0.0,0.347,0.345,143.744,4.0,54.0
144349,10.0,2021,0.0802,0.808,0.639,1.0,0.0,0.15,-7.266,0.0,0.279,0.395,118.0,4.0,76.0
215200,5.0,1999,0.176,0.765,0.88,1.0,1e-05,0.139,-4.361,1.0,0.116,0.929,168.96,4.0,71.0
300960,3.0,2011,0.0242,0.566,0.815,1.0,0.0,0.0804,-4.741,1.0,0.321,0.576,87.353,4.0,59.0
182906,30.0,2022,0.0777,0.801,0.601,8.0,3.23e-05,0.145,-7.574,0.0,0.255,0.74,159.969,4.0,90.0
183695,5.0,2016,0.0173,0.916,0.571,10.0,1.11e-06,0.153,-8.241,0.0,0.2,0.498,103.521,4.0,54.0
219333,8.0,2011,0.127,0.789,0.858,1.0,0.0,0.349,-5.542,1.0,0.311,0.775,140.022,4.0,84.0
125643,7.0,1996,0.303,0.867,0.646,1.0,0.0,0.279,-4.674,0.0,0.288,0.67,88.634,4.0,77.0
338413,68.0,2013,0.0594,0.676,0.534,2.0,8.59e-06,0.256,-6.901,0.0,0.0831,0.156,145.082,4.0,65.0
211649,13.0,2022,0.00152,0.878,0.685,9.0,0.0,0.0753,-5.28,1.0,0.225,0.523,157.003,4.0,79.0
132780,9.0,2021,0.175,0.778,0.695,4.0,0.0,0.15,-6.865,0.0,0.0913,0.472,149.996,4.0,79.0
203161,8.0,2018,0.00381,0.8,0.578,4.0,0.0,0.359,-5.144,0.0,0.0485,0.367,143.01,4.0,75.0
173947,14.0,2022,0.0254,0.905,0.563,8.0,9.71e-06,0.113,-6.135,1.0,0.102,0.324,106.998,4.0,88.0
339249,6.0,2021,0.0438,0.546,0.64,8.0,0.0,0.137,-5.582,1.0,0.37,0.63,137.728,4.0,75.0
251733,4.0,1999,0.00186,0.749,0.605,8.0,0.0381,0.115,-9.359,0.0,0.086,0.966,142.024,4.0,73.0
235320,8.0,2011,0.0531,0.831,0.427,2.0,0.0,0.307,-6.903,1.0,0.106,0.216,93.004,4.0,80.0
276920,5.0,2009,0.0295,0.491,0.956,11.0,0.0,0.46,-1.538,1.0,0.392,0.811,173.585,4.0,83.0
176040,6.0,2016,0.0554,0.785,0.607,1.0,0.0,0.179,-5.103,1.0,0.0953,0.168,128.077,4.0,49.0
547733,4.0,2010,0.219,0.374,0.568,1.0,0.00219,0.513,-3.825,0.0,0.109,0.111,84.733,4.0,80.0
253786,8.0,2016,0.318,0.558,0.864,11.0,0.0,0.123,-5.1,1.0,0.43,0.474,152.804,4.0,54.0
148571,11.0,2022,0.0182,0.712,0.861,5.0,6.09e-06,0.511,-5.487,0.0,0.25,0.388,84.042,4.0,82.0
243187,9.0,2021,0.0344,0.477,0.566,0.0,0.0,0.127,-6.521,1.0,0.214,0.361,78.293,4.0,66.0
205330,9.0,2022,0.0106,0.423,0.64,0.0,2.76e-05,0.118,-7.149,0.0,0.213,0.12,159.006,4.0,48.0
234306,13.0,2006,0.029,0.533,0.739,5.0,0.0,0.266,-3.573,0.0,0.0602,0.617,81.37,4.0,59.0
325305,36.0,2011,0.0217,0.606,0.57,9.0,8.47e-06,0.301,-6.684,1.0,0.032,0.258,114.033,4.0,63.0
237506,18.0,2007,0.0381,0.639,0.628,6.0,0.0,0.386,-7.578,0.0,0.0399,0.43,90.482,4.0,84.0
324226,3.0,2004,0.503,0.507,0.753,5.0,0.0,0.573,-5.31,0.0,0.19,0.657,178.068,3.0,66.0
391656,5.0,2021,0.136,0.43,0.717,2.0,0.0,0.972,-6.676,1.0,0.275,0.302,78.881,4.0,57.0
197546,31.0,2018,0.0233,0.602,0.658,1.0,6e-05,0.237,-5.934,1.0,0.0558,0.268,145.031,4.0,80.0
226652,11.0,2021,0.00904,0.798,0.545,1.0,9.48e-05,0.258,-6.466,1.0,0.168,0.212,118.029,4.0,81.0
212000,22.0,2021,0.0203,0.736,0.704,3.0,0.0,0.0501,-7.409,0.0,0.0615,0.894,149.995,4.0,86.0
296226,9.0,2012,0.0237,0.554,0.696,9.0,4.51e-05,0.505,-7.664,1.0,0.0335,0.446,138.051,4.0,41.0
177000,13.0,2017,0.000282,0.908,0.621,1.0,5.39e-05,0.0958,-6.638,0.0,0.102,0.421,150.011,4.0,83.0
229670,11.0,2018,0.000813,0.645,0.705,1.0,0.0,0.128,-5.008,1.0,0.299,0.376,137.133,4.0,71.0
300960,3.0,2011,0.0242,0.566,0.815,1.0,0.0,0.0804,-4.741,1.0,0.321,0.576,87.353,4.0,59.0
211649,13.0,2022,0.00152,0.878,0.685,9.0,0.0,0.0753,-5.28,1.0,0.225,0.523,157.003,4.0,79.0
137875,9.0,2021,0.297,0.61,0.508,8.0,0.0,0.384,-6.682,0.0,0.152,0.758,178.818,4.0,79.0
194840,37.0,2016,0.0149,0.637,0.733,7.0,0.0,0.162,-4.413,0.0,0.0563,0.431,131.004,4.0,58.0
197546,31.0,2018,0.0233,0.602,0.658,1.0,6e-05,0.237,-5.934,1.0,0.0558,0.268,145.031,4.0,80.0
214459,18.0,2022,0.158,0.824,0.697,11.0,4.11e-05,0.077,-4.869,0.0,0.0473,0.757,99.988,4.0,81.0
213693,10.0,2020,0.0739,0.448,0.824,5.0,0.0,0.113,-4.249,0.0,0.057,0.419,119.965,4.0,69.0
167480,7.0,2020,0.00498,0.669,0.748,8.0,0.0,0.17,-3.218,1.0,0.106,0.373,87.012,4.0,53.0
212000,22.0,2021,0.0203,0.736,0.704,3.0,0.0,0.0501,-7.409,0.0,0.0615,0.894,149.995,4.0,86.0
183695,5.0,2016,0.0173,0.916,0.571,10.0,1.11e-06,0.153,-8.241,0.0,0.2,0.498,103.521,4.0,54.0
56490,8.0,2011,0.127,0.789,0.858,1.0,0.0,0.349,-5.542,1.0,0.311,0.775,140.022,4.0,84.0
172702,11.0,2022,0.00318,0.659,0.733,8.0,0.0,0.287,-6.026,1.0,0.0671,0.727,147.932,4.0,60.0
51560,50.0,2022,0.354,0.829,0.644,9.0,0.0511,0.0944,-7.696,0.0,0.0427,0.896,105.993,4.0,81.0
249573,22.0,2001,0.0391,0.806,0.649,9.0,5.55e-05,0.0557,-9.004,0.0,0.0347,0.897,114.834,4.0,63.0
220440,21.0,2014,0.0702,0.554,0.666,8.0,0.00593,0.106,-7.414,1.0,0.0747,0.472,140.056,4.0,73.0
220440,21.0,2014,0.0702,0.554,0.666,8.0,0.00593,0.106,-7.414,1.0,0.0747,0.472,140.056,4.0,73.0
229107,17.0,2012,0.0607,0.498,0.715,0.0,0.0,0.274,-4.446,1.0,0.0315,0.225,151.809,4.0,65.0
277592,50.0,2021,0.167,0.661,0.819,11.0,0.0,0.0647,-6.269,0.0,0.0519,0.724,135.937,4.0,72.0
203507,22.0,2017,0.186,0.598,0.504,9.0,0.000221,0.34,-9.874,1.0,0.0731,0.252,163.954,4.0,73.0
261923,59.0,2020,0.538,0.532,0.623,5.0,7.28e-05,0.0925,-9.208,1.0,0.0331,0.403,89.937,4.0,86.0
277080,17.0,2019,0.0521,0.772,0.483,6.0,0.000375,0.377,-10.06,0.0,0.0564,0.479,120.005,4.0,59.0
217400,14.0,1975,0.936,0.331,0.183,5.0,9.07e-06,0.115,-11.63,1.0,0.0287,0.26,79.195,4.0,60.0
243508,50.0,2022,0.354,0.829,0.644,9.0,0.0511,0.0944,-7.696,0.0,0.0427,0.896,105.993,4.0,81.0
322549,10.0,1973,0.259,0.665,0.673,0.0,7.62e-06,0.497,-7.95,1.0,0.0493,0.779,132.642,4.0,74.0
239965,6.0,2003,0.306,0.509,0.538,5.0,5.03e-06,0.091,-6.835,1.0,0.0379,0.284,170.111,4.0,57.0
174568,42.0,2019,0.73,0.417,0.551,8.0,0.00166,0.0907,-6.456,0.0,0.174,0.444,87.614,4.0,75.0
91870,90.0,2019,0.0448,0.574,0.664,11.0,0.0553,0.146,-6.068,1.0,0.0409,0.226,144.654,4.0,82.0
255213,10.0,1979,0.0566,0.727,0.627,2.0,0.003,0.0779,-11.7,1.0,0.0633,0.773,109.603,4.0,57.0
187773,29.0,2008,0.164,0.665,0.794,4.0,0.0,0.159,-5.198,0.0,0.0492,0.641,149.997,4.0,44.0
202747,39.0,2016,0.117,0.584,0.7,11.0,0.0,0.0939,-4.275,1.0,0.0456,0.438,124.944,4.0,78.0
273600,6.0,2008,0.0272,0.464,0.655,7.0,1.34e-06,0.328,-9.058,0.0,0.0608,0.531,169.515,4.0,74.0
214653,12.0,1980,0.112,0.933,0.528,5.0,0.329,0.163,-6.472,0.0,0.162,0.756,109.975,4.0,74.0
132902,25.0,2020,0.696,0.605,0.488,4.0,0.0,0.129,-8.322,1.0,0.0264,0.354,119.966,4.0,64.0
120493,16.0,2015,0.00291,0.535,0.82,6.0,3.11e-05,0.334,-5.285,0.0,0.043,0.773,116.988,4.0,29.0
107694,16.0,2015,6.16e-05,0.423,0.948,9.0,0.0,0.136,-3.482,1.0,0.0479,0.598,131.133,4.0,26.0
121325,17.0,1994,0.056,0.615,0.495,2.0,0.000801,0.11,-9.53,0.0,0.0291,0.248,115.089,4.0,45.0
163373,10.0,1980,0.714,0.599,0.762,0.0,4.43e-06,0.35,-6.887,1.0,0.0423,0.715,76.961,4.0,68.0
305626,17.0,1994,0.056,0.615,0.495,2.0,0.000801,0.11,-9.53,0.0,0.0291,0.248,115.089,4.0,45.0
242973,11.0,2011,0.00408,0.603,0.67,2.0,1.68e-06,0.112,-3.882,0.0,0.0249,0.446,107.993,4.0,78.0
46378,17.0,2012,0.0607,0.498,0.715,0.0,0.0,0.274,-4.446,1.0,0.0315,0.225,151.809,4.0,65.0
300840,10.0,1985,0.659,0.625,0.533,10.0,0.00266,0.0546,-11.903,0.0,0.0596,0.139,108.296,4.0,88.0
76238,14.0,1973,0.0221,0.403,0.764,9.0,0.17,0.245,-8.554,0.0,0.0451,0.196,138.725,4.0,54.0
87168,15.0,2012,0.0542,0.565,0.654,1.0,1.8e-06,0.122,-6.826,0.0,0.0335,0.235,111.968,4.0,72.0
243507,50.0,2022,0.354,0.829,0.644,9.0,0.0511,0.0944,-7.696,0.0,0.0427,0.896,105.993,4.0,81.0
249573,22.0,2001,0.0391,0.806,0.649,9.0,5.55e-05,0.0557,-9.004,0.0,0.0347,0.897,114.834,4.0,63.0
206120,80.0,2022,0.0114,0.769,0.543,8.0,0.0149,0.118,-7.928,1.0,0.074,0.591,109.039,4.0,49.0
244666,7.0,1997,0.0647,0.575,0.886,5.0,0.000187,0.709,-5.182,1.0,0.034,0.609,96.31,4.0,75.0
191375,16.0,2022,0.0254,0.553,0.727,5.0,0.0113,0.107,-6.905,1.0,0.0348,0.286,173.972,4.0,70.0
228266,6.0,2016,0.756,0.344,0.157,5.0,0.0,0.351,-11.773,1.0,0.0457,0.313,57.86,4.0,57.0
223333,12.0,1991,0.188,0.608,0.583,4.0,0.0,0.129,-9.727,0.0,0.0235,0.714,82.227,4.0,59.0
154168,19.0,2020,0.768,0.604,0.517,0.0,0.000155,0.123,-9.014,1.0,0.0347,0.511,127.967,4.0,66.0
121413,19.0,2020,0.768,0.604,0.517,0.0,0.000155,0.123,-9.014,1.0,0.0347,0.511,127.967,4.0,66.0
177955,54.0,2022,0.298,0.714,0.728,10.0,0.0,0.106,-4.595,1.0,0.0468,0.901,114.996,4.0,93.0
148573,11.0,1968,0.872,0.472,0.292,10.0,0.0007,0.128,-11.591,1.0,0.0321,0.824,177.624,4.0,54.0
459467,9.0,2016,0.661,0.408,0.27,7.0,0.829,0.516,-11.568,1.0,0.0438,0.14,127.15,4.0,58.0
159792,26.0,2021,0.413,0.509,0.498,2.0,0.0,0.0674,-6.94,1.0,0.0315,0.283,99.729,4.0,69.0
228573,18.0,2012,0.211,0.705,0.784,2.0,4.3e-06,0.0813,-4.351,1.0,0.0279,0.418,104.98,4.0,57.0
201718,54.0,2021,0.0197,0.518,0.669,4.0,0.0,0.0895,-7.412,0.0,0.0732,0.363,96.039,4.0,45.0
253293,10.0,1971,0.051,0.594,0.682,0.0,4.56e-05,0.0919,-8.858,1.0,0.0487,0.76,82.487,4.0,65.0
191822,73.0,2022,0.0995,0.836,0.743,10.0,0.0,0.335,-6.305,0.0,0.0656,0.722,108.966,4.0,90.0
182906,30.0,2022,0.0777,0.801,0.601,8.0,3.23e-05,0.145,-7.574,0.0,0.255,0.74,159.969,4.0,90.0
177523,96.0,2017,0.333,0.441,0.599,0.0,0.00198,0.103,-8.985,1.0,0.225,0.35,165.212,4.0,78.0
198401,64.0,2019,0.109,0.611,0.521,0.0,1.19e-05,0.138,-5.57,0.0,0.065,0.299,140.001,4.0,52.0
238805,100.0,2020,0.44,0.761,0.525,11.0,6.7e-06,0.0921,-6.9,1.0,0.0944,0.531,80.87,4.0,84.0
243507,50.0,2022,0.354,0.829,0.644,9.0,0.0511,0.0944,-7.696,0.0,0.0427,0.896,105.993,4.0,81.0
91869,90.0,2019,0.0448,0.574,0.664,11.0,0.0553,0.146,-6.068,1.0,0.0409,0.226,144.654,4.0,82.0
177954,54.0,2022,0.298,0.714,0.728,10.0,0.0,0.106,-4.595,1.0,0.0468,0.901,114.996,4.0,93.0
206120,80.0,2022,0.0114,0.769,0.543,8.0,0.0149,0.118,-7.928,1.0,0.074,0.591,109.039,4.0,49.0
207927,276.0,2021,0.192,0.747,0.822,1.0,0.0,0.288,-5.15,1.0,0.0893,0.862,115.937,4.0,61.0
174567,42.0,2019,0.73,0.417,0.551,8.0,0.00166,0.0907,-6.456,0.0,0.174,0.444,87.614,4.0,75.0
197546,31.0,2018,0.0233,0.602,0.658,1.0,6e-05,0.237,-5.934,1.0,0.0558,0.268,145.031,4.0,80.0
194607,91.0,2020,0.0311,0.906,0.474,1.0,5.5e-06,0.286,-6.124,1.0,0.194,0.656,106.976,4.0,70.0
194840,37.0,2016,0.0149,0.637,0.733,7.0,0.0,0.162,-4.413,0.0,0.0563,0.431,131.004,4.0,58.0
221611,63.0,2021,0.0382,0.605,0.649,2.0,0.0,0.0939,-5.468,0.0,0.0304,0.418,117.05,4.0,62.0
133560,39.0,2018,0.771,0.704,0.478,9.0,0.000516,0.0875,-6.562,1.0,0.047,0.42,128.789,4.0,50.0
192315,169.0,2020,0.09,0.71,0.618,11.0,3.93e-05,0.141,-8.865,0.0,0.0598,0.797,94.995,4.0,48.0
325305,36.0,2011,0.0217,0.606,0.57,9.0,8.47e-06,0.301,-6.684,1.0,0.032,0.258,114.033,4.0,63.0
225148,115.0,2021,0.091,0.534,0.725,1.0,0.0,0.0264,-3.906,1.0,0.046,0.55,88.098,4.0,82.0
136058,88.0,2021,0.0233,0.803,0.75,11.0,3.87e-05,0.045,-4.67,1.0,0.0551,0.628,106.0,4.0,67.0
206070,93.0,2022,0.182,0.756,0.697,8.0,0.0,0.333,-6.377,1.0,0.0401,0.956,94.996,4.0,88.0
218826,52.0,2019,0.101,0.637,0.478,11.0,0.0,0.103,-5.783,0.0,0.03,0.201,99.989,3.0,59.0
80467,50.0,2022,0.0687,0.721,0.666,1.0,0.0,0.045,-4.699,0.0,0.0408,0.739,132.465,4.0,57.0
167303,110.0,2022,0.342,0.52,0.731,6.0,0.00101,0.311,-5.338,0.0,0.0557,0.662,173.93,4.0,96.0
126465,140.0,2020,0.00383,0.689,0.858,4.0,0.0,0.129,-2.868,1.0,0.161,0.643,153.977,4.0,59.0
221874,76.0,2017,0.00241,0.622,0.58,1.0,2.95e-05,0.112,-5.273,0.0,0.0504,0.512,104.41,4.0,70.0
307014,73.0,2021,0.0396,0.711,0.605,6.0,2.29e-05,0.104,-9.801,0.0,0.031,0.807,140.981,4.0,61.0
57283,30.0,2022,0.0777,0.801,0.601,8.0,3.23e-05,0.145,-7.574,0.0,0.255,0.74,159.969,4.0,90.0
137875,9.0,2021,0.297,0.61,0.508,8.0,0.0,0.384,-6.682,0.0,0.152,0.758,178.818,4.0,79.0
158712,9.0,2020,0.0631,0.904,0.723,11.0,0.0,0.185,-5.224,0.0,0.26,0.835,145.013,4.0,69.0
214459,18.0,2022,0.158,0.824,0.697,11.0,4.11e-05,0.077,-4.869,0.0,0.0473,0.757,99.988,4.0,81.0
172702,11.0,2022,0.00318,0.659,0.733,8.0,0.0,0.287,-6.026,1.0,0.0671,0.727,147.932,4.0,60.0
249573,22.0,2001,0.0391,0.806,0.649,9.0,5.55e-05,0.0557,-9.004,0.0,0.0347,0.897,114.834,4.0,63.0
300840,10.0,1985,0.659,0.625,0.533,10.0,0.00266,0.0546,-11.903,0.0,0.0596,0.139,108.296,4.0,88.0
188746,22.0,2022,0.128,0.748,0.838,11.0,0.0,0.114,-3.617,0.0,0.0341,0.896,123.003,4.0,65.0
237506,18.0,2007,0.0381,0.639,0.628,6.0,0.0,0.386,-7.578,0.0,0.0399,0.43,90.482,4.0,84.0
139712,13.0,2022,0.00152,0.878,0.685,9.0,0.0,0.0753,-5.28,1.0,0.225,0.523,157.003,4.0,79.0
190988,11.0,1975,0.0588,0.737,0.495,1.0,9.12e-06,0.0542,-13.489,1.0,0.027,0.967,104.409,4.0,74.0
223867,10.0,1978,0.284,0.758,0.378,8.0,0.0,0.049,-15.308,0.0,0.0449,0.985,120.736,4.0,70.0
293827,11.0,1982,0.0236,0.92,0.654,11.0,0.0153,0.036,-3.051,0.0,0.0401,0.847,117.046,4.0,84.0
235440,17.0,1973,0.0263,0.621,0.8,4.0,1.51e-05,0.0591,-7.284,0.0,0.0344,0.968,149.91,4.0,73.0
258040,12.0,1982,0.0495,0.776,0.867,3.0,7.92e-06,0.197,-3.704,0.0,0.0479,0.918,138.827,4.0,81.0
